"value","European Union & Foreign Affairs","Parliamentary Procedures","Environment & Energy","Health & Healthcare","Welfare & Social Housing","Education & Learning","Economy & Financial Services","Standards & Technology","Crime & Justice","Defence & Armed Forces","Immigration & Borders"
"Philip Hammond",0.29277566539924,0.184049079754601,0.536082474226804,0.619718309859155,0.325443786982249,0.384615384615385,0.477064220183486,0.406779661016949,0.595238095238095,0.586538461538462,0.506849315068493
"Lesley Laird",0.745247148288973,0.539877300613497,0.525773195876289,0.535211267605634,0.526627218934911,0.512820512820513,0.339449541284404,0.305084745762712,0.444444444444444,0.451923076923077,0.493150684931507
"Sue Hayman",0.756653992395437,0.558282208588957,0.56701030927835,0.535211267605634,0.609467455621302,0.58974358974359,0.376146788990826,0.271186440677966,0.452380952380952,0.471153846153846,0.497716894977169
"Kenneth Clarke",0.653992395437262,0.282208588957055,0.45360824742268,0.549295774647887,0.343195266272189,0.615384615384615,0.495412844036697,0.627118644067797,0.722222222222222,0.586538461538462,0.461187214611872
"David Hanson",0.673003802281369,0.809815950920245,0.649484536082474,0.549295774647887,0.727810650887574,0.58974358974359,0.504587155963303,0.474576271186441,0.293650793650794,0.596153846153846,0.438356164383562
"Ged Killen",0.718631178707224,0.54601226993865,0.536082474226804,0.535211267605634,0.526627218934911,0.512820512820513,0.330275229357798,0.288135593220339,0.46031746031746,0.451923076923077,0.493150684931507
"Stuart C. McDonald",0.817490494296578,0.56441717791411,0.536082474226804,0.507042253521127,0.550295857988166,0.512820512820513,0.330275229357798,0.288135593220339,0.444444444444444,0.394230769230769,0.470319634703196
"Phillip Lee",0.391634980988593,0.122699386503067,0.350515463917526,0.253521126760563,0.183431952662722,0.205128205128205,0.55045871559633,0.677966101694915,0.873015873015873,0.605769230769231,0.54337899543379
"Madeleine Moon",0.832699619771863,0.822085889570552,0.536082474226804,0.507042253521127,0.686390532544379,0.487179487179487,0.440366972477064,0.406779661016949,0.388888888888889,0.5,0.470319634703196
"Graham P Jones",0.699619771863118,0.533742331288344,0.515463917525773,0.535211267605634,0.532544378698225,0.512820512820513,0.385321100917431,0.288135593220339,0.436507936507937,0.451923076923077,0.502283105022831
"Julie Cooper",0.775665399239544,0.533742331288344,0.577319587628866,0.535211267605634,0.579881656804734,0.615384615384615,0.321100917431193,0.288135593220339,0.452380952380952,0.442307692307692,0.484018264840183
"Emma Reynolds",0.650190114068441,0.858895705521472,0.65979381443299,0.774647887323944,0.710059171597633,0.615384615384615,0.440366972477064,0.254237288135593,0.119047619047619,0.423076923076923,0.465753424657534
