about,title,date_value,search_url,
105209,"Finance Bill: Consideration of the Bill, as amended in the Public Bill Committee (2nd allocated day) That New Clause NC12 be added to the Bill (New clause selected for separate decision) Question accordingly negatived",03/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-03&endDate=2012-07-03&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-03.txt
105210,"Finance Bill: Consideration of the Bill, as amended in the Public Bill Committee (2nd allocated day) That New Schedule NS1 be added to the Bill (Motion made by a Minister of the Crown Question accordingly agreed to",03/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-03&endDate=2012-07-03&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-03.txt
105211,"Finance Bill: Consideration of the Bill, as amended in the Public Bill Committee (2nd allocated day) New Clause NC13 Question accordingly negatived",03/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-03&endDate=2012-07-03&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-03.txt
105212,"Finance Bill: Finance Bill: Third Reading Motion made and Question put, That the Bill be now read the third time Question accordingly agreed to",03/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-03&endDate=2012-07-03&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-03.txt
105206,"Finance Bill: Consideration of the Bill, as amended in the Public Bill Committee Amendment 1 proposed Question accordingly negatived",02/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-02&endDate=2012-07-02&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-02.txt
105207,"Finance Bill: Consideration of the Bill, as amended in the Public Bill Committee That Amendment 23 be made (Amendment selected by the Speaker for separate decision Question accordingly negatived",02/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-02&endDate=2012-07-02&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-02.txt
105208,"Finance Bill: Consideration of the Bill, as amended in the Public Bill Committee Amendment 24 proposed Question accordingly negatived",02/07/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-07-02&endDate=2012-07-02&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2012-07-02.txt
105199,"Criminal Law;That the draft Sexual Offences Act 2003 (England and Wales) Regulations 2012 be approved. Question accordingly agreed to
",27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=Criminal L&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105200,"Criminal Law;That the draft Sexual Offences Act 2003 (Remedial) Order 2012 be approved;Question accordingly agreed to.
",27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=Criminal L&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105201,European Semester in the UK;That this House takes note of European Union Documents No. 10834/12 relating to the Commission Communication;welcomes the Commission’s support for the Government’s efforts to reduce the deficit;Question accordingly agreed ,27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=European S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105202,"Electoral Registration and Administration Bill;Cmmittee of the whole House (3rd allocated day);Amnd 35 proposed;Question put,Question accordingly negatived.",27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-27.txt
105203,Electoral Registration and Administration Bill; Questions were put forthwith (Standing Order No. 83D).That the Clause be read a 2nd time,27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-27.txt
105204,Electoral Registration and Administration Bill;That Amendment 31 be made;Question accordingly negatived,27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-27.txt
105205,"Electoral Registration and Administration Bill;3rd reading;Motion made and Question put, That the Bill be now read the 3rd time",27/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-27&endDate=2012-06-27&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-27.txt
105196,"Opp Day:Govt’s proposed changes to GCSEs-any proposal for changes to the secondary education system are subject to approval by the House;Question put,Question accordingly negatived",26/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-26&endDate=2012-06-26&searchTerm=Opp Day:Go&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105197,"Opp Day:Govt’s proposed changes to GCSEs;Question, That the proposed words be added (SO No 31) Question accordingly agreed to",26/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-26&endDate=2012-06-26&searchTerm=Opp Day:Go&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105198,"Defence Reform;calls on the Government to reassess the assumptions on which the Strategic Defence and Security Review was based;Question put,Question accordingly negatived",26/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-26&endDate=2012-06-26&searchTerm=Defence Re&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Defence Reform 2012-06-26.txt
105194,"Electoral Registration and Administration Bill: Cmmttee of the whole House Question put, That Amd 20 be made;Question accordingly negatived",25/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-25&endDate=2012-06-25&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-25.txt
105195,"Electoral Registration and Administration Bill:Question put, That Amendment 18 be made;Question accordingly negatived.",25/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-25&endDate=2012-06-25&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-25.txt
105190,"Local Government (Standing Order No. 41A).Right to Challenge (Fire and Rescue Authorities and Rejection of Expressions of Interest) (England) Regulations 2012,",20/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-20&endDate=2012-06-20&searchTerm=Local Gove&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105191,Opp Day:  (SO No. 14))  Disability benefits and social care;that cuts to support for disabled people and carers will have wider social and economic costs; that Gov ensure a full impact assessment of this. Question accordingly negatived,20/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-20&endDate=2012-06-20&searchTerm=Opp Day:  &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105192,"Opp Day:Regional Pay (SO No. 14)) Question put, That the original words stand part of the Question (SO No. 31(2)).Question accordingly negatived",20/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-20&endDate=2012-06-20&searchTerm=Opp Day:Re&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105193,"Opp Day:Regional Pay Question that the proposed words be there added, put forthwith (SO No. 31)) Question accordingly agreed to.",20/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-20&endDate=2012-06-20&searchTerm=Opp Day:Re&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105187,"Electoral Registration and Admin Bill:Clause 1 Amd 2;Question put, That the Amnd be made;Question accordingly negatived",18/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-18&endDate=2012-06-18&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-18.txt
105188,"Electoral Registration and Admin Bill;Clause 4 Amnd 6 proposed;Question put, That the Amnd be made.Question accordingly negatived",18/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-18&endDate=2012-06-18&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-18.txt
105189,"Electoral Registration and Admin Bill: Clause 4 Amnd 9 proposed;Question put, That the Amnd be made;Question accordingly negatived",18/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-18&endDate=2012-06-18&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-06-18.txt
105186,"Opp Day: That the SoS for Culture, Olympics, Media and Sport be referred to the Independent Adviser on Ministers’ Interests for possible breach of Ministerial code;Question accordingly negatived.",13/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-13&endDate=2012-06-13&searchTerm=Opp Day: T&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
105184,Enterprise and Regulatory Reform Bill: Second Reading; Amendment moved 'declines to give a Second Reading' Question accordingly negatived.,11/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-11&endDate=2012-06-11&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-06-11.txt
105185,"Enterprise and Regulatory Reform Bill: (Programme) Motion made and Question put forthwith (Standing Order No. 83A(7)), Question accordingly agreed to",11/06/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-06-11&endDate=2012-06-11&searchTerm=Enterprise&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Enterprise and Regulatory Reform Bill 2012-06-11.txt
105182,"Electoral Registration and Administration Bill: 2R;  Amendment moved 'whilst affirming its support for a complete and accurate electoral register and a move to individual electoral registration, declines to give a 2R; Question accordingly negatived",23/05/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-05-23&endDate=2012-05-23&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-05-23.txt
105183,Electoral Registration and Administration Bill: 2R that the Bill be read a second time; Question accordingly agreed to,23/05/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-05-23&endDate=2012-05-23&searchTerm=Electoral &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Electoral Registration and Administration Bill 2012-05-23.txt
105179,"Financial Services Bill: Consideration of the Bill, as amended in the PBC;Amd 40 proposed;Question put,Question accordingly negatived",22/05/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-05-22&endDate=2012-05-22&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services Bill 2012-05-22.txt
105180,"Financial Services Bill: Consideration of the Bill, as amended in the PBC;Amd 38 proposed, .Question accordingly negatived",22/05/2012,https://hansard.parliament.uk/search/Divisions?startDate=2012-05-22&endDate=2012-05-22&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services Bill 2012-05-22.txt
