about,title,date_value,search_url,
1550423,Trade (Australia and New Zealand) Bill Report Stage: Amendment 3,12/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-12&endDate=2022-12-12&searchTerm=Trade (Aus&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Trade (Australia and New Zealand) Bill 2022-12-12.txt
1550426,Trade (Australia and New Zealand) Bill: Third Reading,12/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-12&endDate=2022-12-12&searchTerm=Trade (Aus&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Trade (Australia and New Zealand) Bill 2022-12-12.txt
1550431,Draft Voter Identification Regulations 2022,12/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-12&endDate=2022-12-12&searchTerm=Draft Vote&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1550465, Standards Code of Conduct amendment (a),12/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-12&endDate=2022-12-12&searchTerm= Standards&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Standards_ Code of Conduct and Guide to the Rules 2022-12-12.txt
1550468,Standards Code of Conduct amendment (b),12/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-12&endDate=2022-12-12&searchTerm=Standards &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Standards_ Code of Conduct and Guide to the Rules 2022-12-12.txt
1549259,draft Police and Crime Commissioner Elections and Welsh Forms (Amendment) Order 2022,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=draft Poli&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1549260,draft Local Authorities (Mayoral Elections) (England and Wales) (Amendment) Regulations 2022,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=draft Loca&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1549261,draft Combined Authorities (Mayoral Elections) (Amendment) Order 2022,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=draft Comb&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1549262,draft Agricultural Holdings (Fee) Regulations 2022,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=draft Agri&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1549268,Financial Services and Markets Bill Report Stage: New Clause 1,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services and Markets Bill 2022-12-07.txt
1549269,Financial Markets and Services Bill Report Stage: New Clause 2,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services and Markets Bill 2022-12-07.txt
1549270,Financial Markets and Services Bill Report Stage: New Clause 7,07/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-07&endDate=2022-12-07&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services and Markets Bill 2022-12-07.txt
1548747,Opposition Day: NHS Workforce,06/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-06&endDate=2022-12-06&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1548317,Online Safety Bill Report Stage: New Clause 16,05/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-05&endDate=2022-12-05&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-12-05.txt
1548318,Online Safety Bill Report Stage: New Clause 17,05/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-05&endDate=2022-12-05&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-12-05.txt
1548319,Online Safety Bill Report Stage: New Clause 28,05/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-05&endDate=2022-12-05&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-12-05.txt
1548321,Online Safety Bill: Programme (No. 4) Motion ,05/12/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-12-05&endDate=2022-12-05&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill  (Programme) (No. 4) 2022-12-05.txt
1546742,Finance Bill Committee: Amendment 2,30/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-30&endDate=2022-11-30&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-30.txt
1546746,Finance Bill Committee: New Clause 2,30/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-30&endDate=2022-11-30&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-30.txt
1546747,Finance Bill Committee: New Clause 3,30/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-30&endDate=2022-11-30&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-30.txt
1546748,Finance Bill Committee: Third Reading,30/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-30&endDate=2022-11-30&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-30.txt
1546752,Finance Bill Committee: Clause 5 stand part,30/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-30&endDate=2022-11-30&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-30.txt
1546317,Privilege Motion,29/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-29&endDate=2022-11-29&searchTerm=Privilege &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Privilege 2022-11-29.txt
1545779,Finance Bill: Reasoned Amendment to Second Reading,28/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-28&endDate=2022-11-28&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-28.txt
1545823,Finance Bill: Second Reading,28/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-28&endDate=2022-11-28&searchTerm=Finance Bi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Finance Bill 2022-11-28.txt
1544798,Levelling-up and Regeneration Bill Report Stage: New Clause 41 ,23/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-23&endDate=2022-11-23&searchTerm=Levelling-&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Levelling-up and Regeneration Bill 2022-11-23.txt
1544799,Levelling-up and Regeneration Bill Report Stage: New Clause 46,23/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-23&endDate=2022-11-23&searchTerm=Levelling-&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Levelling-up and Regeneration Bill 2022-11-23.txt
1544800,Levelling-up and Regeneration Bill Report Stage: New Clause 84,23/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-23&endDate=2022-11-23&searchTerm=Levelling-&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Levelling-up and Regeneration Bill 2022-11-23.txt
1544801,Levelling-up and Regeneration Bill Report Stage: Amendment 14,23/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-23&endDate=2022-11-23&searchTerm=Levelling-&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Levelling-up and Regeneration Bill 2022-11-23.txt
1544345,Ways and Means Motion No. 3: Basic rate limit and personal allowance for tax years 2026-27 and 2027-28,22/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-22&endDate=2022-11-22&searchTerm=Ways and M&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1543529,Motion to sit in private,18/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-18&endDate=2022-11-18&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1542755,National Security Bill Report Stage: New Clause 3,16/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-16&endDate=2022-11-16&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2022-11-16.txt
1542756,National Security Bill Report Stage: Amendment 14,16/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-16&endDate=2022-11-16&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2022-11-16.txt
1542757,National Security Bill Report Stage: Amendment 132,16/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-16&endDate=2022-11-16&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2022-11-16.txt
1542758,National Security Bill Report Stage: Government Amendment 60,16/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-16&endDate=2022-11-16&searchTerm=National S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,National Security Bill 2022-11-16.txt
1540507,Opposition Day: the State Pension triple lock,08/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-08&endDate=2022-11-08&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1540513,Opposition Day: Papers relating to the Home Secretary,08/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-08&endDate=2022-11-08&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1538504,Opposition Day: Scottish Independence and Scottish Economy,02/11/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-11-02&endDate=2022-11-02&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1537269,Genetic Technology (Precision Breeding) Bill Report Stage: New Clause 9,31/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-31&endDate=2022-10-31&searchTerm=Genetic Te&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Genetic Technology (Precision Breeding) Bill 2022-10-31.txt
1537270,Genetic Technology (Precision Breeding) Bill Report Stage: Amendment 1,31/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-31&endDate=2022-10-31&searchTerm=Genetic Te&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Genetic Technology (Precision Breeding) Bill 2022-10-31.txt
1537271,Genetic Technology (Precision Breeding) Bill Report Stage: Amendment 3,31/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-31&endDate=2022-10-31&searchTerm=Genetic Te&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Genetic Technology (Precision Breeding) Bill 2022-10-31.txt
1537272,Genetic Technology (Precision Breeding) Bill Report Stage: Amendment 4,31/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-31&endDate=2022-10-31&searchTerm=Genetic Te&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Genetic Technology (Precision Breeding) Bill 2022-10-31.txt
1537273,Product Security and Telecommunications Infrastructure Bill: motion to disagree with Lords Amendment 17,31/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-31&endDate=2022-10-31&searchTerm=Product Se&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Product Security and Telecommunications Infrastructure Bill 2022-10-31.txt
1537066,Motion to sit in private,28/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-28&endDate=2022-10-28&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1536230,Identity and Language (Northern Ireland) Bill [Lords] Committee: Amendment 6,26/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-26&endDate=2022-10-26&searchTerm=Identity a&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Identity and Language  (Northern Ireland) Bill [Lords] 2022-10-26.txt
1536231,Identity and Language (Northern Ireland) Bill [Lords] Committee: Amendment 1 ,26/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-26&endDate=2022-10-26&searchTerm=Identity a&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Identity and Language  (Northern Ireland) Bill [Lords] 2022-10-26.txt
1536232,Identity and Language (Northern Ireland) Bill [Lords] Committee: Amendment 13,26/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-26&endDate=2022-10-26&searchTerm=Identity a&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Identity and Language  (Northern Ireland) Bill [Lords] 2022-10-26.txt
1535659,Motion to sit in private,25/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-25&endDate=2022-10-25&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1535662,Retained EU Law (Revocation and Reform) Bill: Reasoned Amendment to Second Reading,25/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-25&endDate=2022-10-25&searchTerm=Retained E&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Retained EU Law  (Revocation and Reform) Bill 2022-10-25.txt
1535669,Retained EU Law (Revocation and Reform) Bill: Second Reading,25/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-25&endDate=2022-10-25&searchTerm=Retained E&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Retained EU Law  (Revocation and Reform) Bill 2022-10-25.txt
1535670,Retained EU Law (Revocation and Reform) Bill: Programme Motion,25/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-25&endDate=2022-10-25&searchTerm=Retained E&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Retained EU Law  (Revocation and Reform) Bill 2022-10-25.txt
1535674,Retained EU Law (Revocation and Reform) Bill: Money,25/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-25&endDate=2022-10-25&searchTerm=Retained E&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Retained EU Law  (Revocation and Reform) Bill 2022-10-25.txt
1535675,Retained EU Law (Revocation and Reform) Bill: Ways and Means,25/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-25&endDate=2022-10-25&searchTerm=Retained E&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Retained EU Law  (Revocation and Reform) Bill 2022-10-25.txt
1535081,Stamp Duty Land Tax (Reduction) Amendment (a),24/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-24&endDate=2022-10-24&searchTerm=Stamp Duty&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Stamp Duty Land Tax (Reduction) 2022-10-24.txt
1535084,Stamp Duty Land Tax (main motion),24/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-24&endDate=2022-10-24&searchTerm=Stamp Duty&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Stamp Duty Land Tax (Reduction) 2022-10-24.txt
1535086,Stamp Duty Land Tax (Reduction) Bill: second reading,24/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-24&endDate=2022-10-24&searchTerm=Stamp Duty&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Stamp Duty Land Tax (Reduction) 2022-10-24.txt
1524958,Motion to sit in private,21/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-21&endDate=2022-10-21&searchTerm=Motion to &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1523986,Opposition Day: Economic responsibility and a plan for growth,19/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-19&endDate=2022-10-19&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1524003,Ban on Fracking for Shale Gas Bill,19/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-19&endDate=2022-10-19&searchTerm=Ban on Fra&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Ban on Fracking for Shale Gas Bill 2022-10-19.txt
1523316,Public Order Bill Report Stage: New Clause 4,18/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-18&endDate=2022-10-18&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-10-18.txt
1523317,Public Order Bill Report Stage: Amendment 1,18/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-18&endDate=2022-10-18&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-10-18.txt
1523318,Public Order Bill Report Stage: New Clause 11,18/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-18&endDate=2022-10-18&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-10-18.txt
1523319,Public Order Bill Report Stage: New Clause 5,18/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-18&endDate=2022-10-18&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-10-18.txt
1523320,Public Order Bill: Third Reading,18/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-18&endDate=2022-10-18&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-10-18.txt
1522719,Energy Prices Bill Committee: New Clause 3,17/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-17&endDate=2022-10-17&searchTerm=Energy Pri&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy Prices Bill 2022-10-17.txt
1522720,Energy Prices Bill Committee: New Clause 18,17/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-17&endDate=2022-10-17&searchTerm=Energy Pri&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy Prices Bill 2022-10-17.txt
1522721,Energy Prices Bill Committee: Amendment 2,17/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-17&endDate=2022-10-17&searchTerm=Energy Pri&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy Prices Bill 2022-10-17.txt
1520976,Identity and Language (Northern Ireland) Bill [Lords]: Second Reading,12/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-12&endDate=2022-10-12&searchTerm=Identity a&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Identity and Language  (Northern Ireland) Bill [Lords] 2022-10-12.txt
1520309,Health and Social Care Levy (Repeal) Bill: New Clause 1,11/10/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-10-11&endDate=2022-10-11&searchTerm=Health and&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Health and Social Care Levy (Repeal) Bill 2022-10-11.txt
1505267,Trade (Australia and New Zealand) Bill: Second Reading,06/09/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-09-06&endDate=2022-09-06&searchTerm=Trade (Aus&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Trade (Australia and  New Zealand) Bill 2022-09-06.txt
1490946,Northern Ireland Protocol Bill Committee: Amendment 12,20/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-20&endDate=2022-07-20&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-20.txt
1490947,Northern Ireland Protocol Bill Committee: Amendment 49,20/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-20&endDate=2022-07-20&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-20.txt
1490949,Northern Ireland Protocol Bill Committee: Amendment 3 ,20/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-20&endDate=2022-07-20&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-20.txt
1490950,Northern Ireland Protocol Bill Committee: New Clause 12,20/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-20&endDate=2022-07-20&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-20.txt
1490952,Northern Ireland Protocol Bill: Third Reading,20/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-20&endDate=2022-07-20&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-20.txt
1490488,Northern Ireland Protocol Bill Committee: Amendment 44,19/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-19&endDate=2022-07-19&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-19.txt
1490493,Northern Ireland Protocol Bill Committee: Amendment 28,19/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-19&endDate=2022-07-19&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-19.txt
1490497,Northern Ireland Protocol Bill Committee: New Clause 15,19/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-19&endDate=2022-07-19&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-19.txt
1489934,Confidence in Her Majesty’s Government,18/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-18&endDate=2022-07-18&searchTerm=Confidence&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Confidence in Her Majesty�s Government 2022-07-18.txt
1488664,Northern Ireland Protocol Bill Committee: Amendment 26,13/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-13&endDate=2022-07-13&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-13.txt
1488667,Northern Ireland Protocol Bill Committee: Amendment 8,13/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-13&endDate=2022-07-13&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-13.txt
1488669,Northern Ireland Protocol Bill: Clauses 15 and 16 stand part,13/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-13&endDate=2022-07-13&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-13.txt
1488670,Northern Ireland Protocol Bill: New Clause 10,13/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-13&endDate=2022-07-13&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-13.txt
1488673,Northern Ireland Protocol Bill: Amendment 24,13/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-13&endDate=2022-07-13&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-07-13.txt
1488172,Online Safety Bill Report Stage: New Clause 3,12/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-12&endDate=2022-07-12&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-07-12.txt
1488175,Online Safety Bill Report Stage: Amendment 187,12/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-12&endDate=2022-07-12&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-07-12.txt
1488178,Online Safety Bill Report Stage: New Clause 14,12/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-12&endDate=2022-07-12&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-07-12.txt
1488181,Online Safety Bill Report Stage: New Clause 7,12/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-12&endDate=2022-07-12&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-07-12.txt
1488182,Online Safety Bill Report Stage: Amendment 31,12/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-12&endDate=2022-07-12&searchTerm=Online Saf&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Online Safety Bill 2022-07-12.txt
1487750,Energy (Oil and Gas) Profits Levy Bill Committee: Amendment 9,11/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-11&endDate=2022-07-11&searchTerm=Energy (Oi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy (Oil and Gas) Profits Levy Bill 2022-07-11.txt
1487751,Energy (Oil and Gas) Energy Profits Levy Bill Committee: Clause 2 stand part,11/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-11&endDate=2022-07-11&searchTerm=Energy (Oi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy (Oil and Gas) Profits Levy Bill 2022-07-11.txt
1487752,Energy (Oil and Gas) Profits Levy Bill Committee: New Clause 3,11/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-11&endDate=2022-07-11&searchTerm=Energy (Oi&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy (Oil and Gas) Profits Levy Bill 2022-07-11.txt
1487804,draft Conduct of Employment Agencies and Employment Businesses (Amendment) Regulations 2022,11/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-11&endDate=2022-07-11&searchTerm=draft Cond&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1487805,Humble Address: Liability of Trade Unions in Proceedings in Tort (Increase of Limits on Damages) Order 2022,11/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-11&endDate=2022-07-11&searchTerm=Humble Add&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1485880,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Amendment 114,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles  (Legacy and Reconciliation) Bill 2022-07-04.txt
1485881,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Amendment 116,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles  (Legacy and Reconciliation) Bill 2022-07-04.txt
1485882,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Clause 39 stand part,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles  (Legacy and Reconciliation) Bill 2022-07-04.txt
